cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-262,Stage 0,,,0.09,0.02
MJN,MJN Stage1,MJN,High School,Saskatchewan,Self Enrolled,146,Stage 1,,,0.25,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-45,Stage 0,,,0.0,0.0
Abbott,Abbott Stage2,Others,Elementary School,Quebec,CoReg,-75,Stage 0,,,0.0,0.0
MJN,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,136,Stage 1,0.0,0.0,0.73,0.16
MJN,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-33,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,236,Stage 2,0.0,0.0,0.39,0.17
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-90,Stage 0,,,0.16,0.0
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-155,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-118,Stage 0,,,0.47,0.0
Abbott,MJN Stage1,MJN,High School,Ontario,Self Enrolled,5,Stage 1,,,0.09,0.0
MJN,Kirkland Stage 1,Others,High School,Quebec,Self Enrolled,134,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,-164,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,22,Stage 1,,,0.02,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-166,Stage 0,,,0.05,0.0
Nestle,Nestle Stage 1,MJN,High School,Saskatchewan,Self Enrolled,-113,Stage 0,,,0.09,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,28,Stage 1,,,0.22,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Alberta,CoReg,-197,Stage 0,,,0.58,0.08
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-151,Stage 0,,,0.0,0.2
Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-81,Stage 0,,,0.12,0.06
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,19,Stage 1,,,0.35,0.04
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-35,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,54,Stage 1,,,0.26,0.03
MJN,,Others,High School,Ontario,Self Enrolled,-215,Stage 0,,,0.14,0.1
Parent's Choice,Parent's Choice Stage 1,MJN,High School,Ontario,Self Enrolled,-27,Stage 0,,,0.02,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-21,Stage 0,,,0.13,0.13
Abbott,Abbott Solutions,MJN,Elementary School,Ontario,Self Enrolled,-160,Stage 0,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,121,Stage 1,,,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-125,Stage 0,0.0,0.0,0.78,0.11
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-175,Stage 0,,,0.4,0.2
MJN,MJN Stage1,Others,High School,Ontario,CoReg,-238,Stage 0,,,0.04,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-65,Stage 0,,,0.0,0.0
Abbott,MJN Stage1,Others,Elementary School,New Brunswick,CoReg,-64,Stage 0,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,CoReg,-215,Stage 0,,,0.0,0.0
Abbott,Abbott Solutions,MJN,High School,Alberta,Self Enrolled,-142,Stage 0,,,0.5,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-10,Stage 0,,,0.0,0.0
Abbott,Nestle Solutions,Others,High School,Ontario,Self Enrolled,68,Stage 1,,,0.6,0.21
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,11,Stage 1,,,0.06,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-55,Stage 0,,,0.2,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,63,Stage 1,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,British Columbia,CoReg,-84,Stage 0,,,0.11,0.11
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-239,Stage 0,,,0.04,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-156,Stage 0,,,0.15,0.08
MJN,Abbott Stage2,MJN,Elementary School,Alberta,Self Enrolled,62,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Others,Self Enrolled,163,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-148,Stage 0,,,0.0,0.0
MJN,Abbott Stage2,MJN,High School,British Columbia,Self Enrolled,256,Stage 2,,,0.0,0.0
Abbott,Nestle Stage 2,MJN,High School,Ontario,Self Enrolled,46,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-138,Stage 0,,,0.42,0.09
Abbott,Abbott Stage2,Others,Elementary School,Ontario,CoReg,-11,Stage 0,,,0.33,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-33,Stage 0,0.0,0.0,0.05,0.0
Abbott,Abbott Solutions,Others,High School,Ontario,Self Enrolled,-31,Stage 0,,,0.35,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,-117,Stage 0,,,0.75,0.25
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-234,Stage 0,0.0,0.0,0.31,0.1
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-206,Stage 0,,,0.04,0.01
Nestle,Nestle Stage 1,Others,High School,Quebec,CoReg,-189,Stage 0,,,0.13,0.04
Abbott,Abbott Solutions,MJN,Elementary School,Alberta,Self Enrolled,-113,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,24,Stage 1,,,0.11,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,309,Stage 2,,,0.3,0.17
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,-24,Stage 0,,,0.8,0.6
Nestle,Nestle Stage 1,MJN,Others,Ontario,Self Enrolled,-151,Stage 0,,,0.23,0.05
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-178,Stage 0,,,0.09,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,CoReg,-99,Stage 0,,,0.14,0.05
Nestle,Nestle Stage 1,MJN,Others,Nova Scotia,Self Enrolled,-57,Stage 0,,,0.0,0.0
Nestle,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,-223,Stage 0,0.0,0.0,0.42,0.0
MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,-41,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,15,Stage 1,,,0.05,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,30,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-114,Stage 0,,,0.5,0.25
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-70,Stage 0,,,0.11,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,CoReg,-216,Stage 0,,,0.26,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-42,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,4,Stage 1,,,0.0,0.06
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,63,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-60,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 2,MJN,Elementary School,Ontario,Self Enrolled,-217,Stage 0,,,0.35,0.0
Nestle,Nestle Stage 2,Others,High School,Ontario,CoReg,-113,Stage 0,,,0.5,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-62,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-166,Stage 0,,,0.15,0.02
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,23,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,7,Stage 1,,,0.25,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-167,Stage 0,,,0.11,0.02
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-67,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-100,Stage 0,,,0.17,0.08
Nestle,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-238,Stage 0,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-187,Stage 0,,,0.15,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Manitoba,CoReg,-231,Stage 0,0.0,0.0,0.07,0.0
Abbott,Abbott Stage1,MJN,High School,Quebec,Self Enrolled,-177,Stage 0,,,0.44,0.28
Abbott,Abbott Stage1,MJN,Elementary School,Quebec,Self Enrolled,-116,Stage 0,,,0.06,0.0
Nestle,Nestle Solutions,Others,Elementary School,Quebec,Self Enrolled,-145,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,49,Stage 1,0.5,0.0,0.04,0.01
MJN,MJN Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,51,Stage 1,,,0.12,0.0
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-147,Stage 0,,,0.11,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,2,Stage 1,,,0.09,0.06
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-34,Stage 0,,,0.5,0.0
Parent's Choice,Parent's Choice Stage 1,Others,High School,Ontario,Self Enrolled,-821,Stage 0,,,0.07,0.0
Abbott,Abbott Stage1,Others,Elementary School,Saskatchewan,CoReg,-142,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-126,Stage 0,,,0.0,0.0
MJN,Abbott Stage2,Others,High School,Ontario,Self Enrolled,-72,Stage 0,,,0.05,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-45,Stage 0,,,0.53,0.07
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-161,Stage 0,,,0.25,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,104,Stage 1,,,0.09,0.0
Nestle,Nestle Stage 2,Others,High School,Ontario,Self Enrolled,-49,Stage 0,,,0.01,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-107,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,17,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,14,Stage 1,,,0.35,0.14
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,36,Stage 1,,,0.33,0.11
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-150,Stage 0,,,0.08,0.08
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,13,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Others,Alberta,Self Enrolled,54,Stage 1,,,0.02,0.02
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-27,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-35,Stage 0,,,0.6,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,341,Stage 2,,,0.25,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,40,Stage 1,,,0.5,0.17
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,CoReg,-165,Stage 0,,,0.0,0.0
MJN,Abbott Stage2,MJN,High School,Ontario,Self Enrolled,244,Stage 2,,,0.09,0.09
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-89,Stage 0,,,0.67,0.0
MJN,MJN Stage2,MJN,High School,Saskatchewan,CoReg,151,Stage 1,,,0.25,0.0
Abbott,Abbott Stage1,Others,High School,Saskatchewan,CoReg,-108,Stage 0,,,0.38,0.08
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-123,Stage 0,,,0.1,0.0
MJN,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-81,Stage 0,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,-164,Stage 0,,,0.28,0.11
Abbott,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,24,Stage 1,,,0.12,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,161,Stage 1,0.0,0.0,0.0,0.0
Abbott,Nestle Stage 2,Others,High School,Ontario,Self Enrolled,138,Stage 1,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,British Columbia,Self Enrolled,26,Stage 1,,,0.12,0.06
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-21,Stage 0,,,0.15,0.02
Abbott,Abbott Stage1,MJN,Elementary School,Alberta,CoReg,-259,Stage 0,,,0.12,0.0
Nestle,Nestle Stage 2,MJN,Elementary School,Ontario,CoReg,-47,Stage 0,,,0.6,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-156,Stage 0,,,0.14,0.05
Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,Self Enrolled,-107,Stage 0,,,0.3,0.05
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,23,Stage 1,,,0.15,0.05
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,1,Stage 1,,,0.12,0.12
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-42,Stage 0,,,0.75,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,CoReg,-173,Stage 0,,,0.57,0.0
MJN,MJN Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-51,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Others,Alberta,Self Enrolled,116,Stage 1,0.0,0.0,0.43,0.03
Parent's Choice,Parent's Choice Stage 1,MJN,High School,Ontario,Self Enrolled,-23,Stage 0,,,0.0,0.0
Parent's Choice,MJN Stage1,MJN,Others,Newfoundland & Labrador,Self Enrolled,-195,Stage 0,,,0.0,0.0
MJN,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-131,Stage 0,,,0.39,0.11
Abbott,MJN Solutions,Others,Elementary School,Ontario,CoReg,-39,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-177,Stage 0,0.0,0.0,0.09,0.02
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,124,Stage 1,,,0.9,0.4
Nestle,MJN Stage2,MJN,Elementary School,Alberta,Self Enrolled,206,Stage 2,,,0.05,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-4,Stage 0,,,0.32,0.09
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-58,Stage 0,,,0.32,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-17,Stage 0,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,High School,Manitoba,Self Enrolled,-161,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-145,Stage 0,,,0.14,0.05
Abbott,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,78,Stage 1,0.0,0.0,0.36,0.13
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,5,Stage 1,,,0.45,0.09
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,29,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Ontario,CoReg,-93,Stage 0,,,0.58,0.42
Abbott,Abbott Solutions,MJN,High School,Nova Scotia,CoReg,-240,Stage 0,0.0,0.0,0.0,0.03
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-45,Stage 0,,,0.02,0.02
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,44,Stage 1,,,0.07,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-91,Stage 0,,,0.1,0.0
MJN,MJN Stage2,MJN,High School,Alberta,Self Enrolled,-161,Stage 0,,,0.05,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,CoReg,-233,Stage 0,,,0.06,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-100,Stage 0,,,0.08,0.0
MJN,MJN Stage1,MJN,Others,Manitoba,Self Enrolled,97,Stage 1,,,0.29,0.07
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-237,Stage 0,0.0,0.0,0.04,0.01
Parent's Choice,Parent's Choice Stage 1,Others,Elementary School,Prince Edward Island,Self Enrolled,-44,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,36,Stage 1,,,0.08,0.03
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-3,Stage 0,,,0.06,0.0
MJN,MJN Stage1,MJN,Elementary School,Nova Scotia,Self Enrolled,-28,Stage 0,,,0.25,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,39,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-89,Stage 0,,,0.14,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Manitoba,CoReg,-89,Stage 0,,,0.79,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,CoReg,-88,Stage 0,,,0.75,0.5
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-66,Stage 0,,,0.64,0.09
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,29,Stage 1,0.5,0.25,0.56,0.1
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-20,Stage 0,,,0.02,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-138,Stage 0,0.0,0.0,0.06,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-172,Stage 0,,,0.09,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-18,Stage 0,0.0,0.0,0.21,0.0
MJN,MJN Stage1,Others,Elementary School,New Brunswick,Self Enrolled,164,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-57,Stage 0,,,0.15,0.0
MJN,MJN Solutions,MJN,High School,Quebec,Self Enrolled,-43,Stage 0,,,0.36,0.14
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,57,Stage 1,,,0.06,0.04
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-185,Stage 0,,,0.1,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,-62,Stage 0,,,0.54,0.08
Abbott,Abbott Solutions,MJN,High School,Ontario,Self Enrolled,-82,Stage 0,,,0.08,0.08
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,104,Stage 1,,,0.2,0.07
MJN,MJN Stage1,Others,High School,Manitoba,Self Enrolled,87,Stage 1,,,0.07,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,305,Stage 2,,,0.2,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,14,Stage 1,0.0,0.0,0.07,0.02
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-221,Stage 0,0.0,0.0,0.08,0.0
MJN,MJN Solutions,Others,Elementary School,New Brunswick,CoReg,-68,Stage 0,,,0.22,0.11
President's Choice,President's Choice Stage 2,MJN,Elementary School,Alberta,Self Enrolled,-41,Stage 0,0.0,0.0,0.07,0.0
MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,-38,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,123,Stage 1,0.0,0.0,0.33,0.16
MJN,Abbott Stage2,Others,High School,Quebec,Self Enrolled,-34,Stage 0,,,0.37,0.12
Parent's Choice,Kirkland Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-741,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-14,Stage 0,0.0,0.0,0.03,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,340,Stage 2,,,0.25,0.08
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,32,Stage 1,,,0.14,0.0
Abbott,Abbott Solutions,MJN,High School,Ontario,CoReg,-213,Stage 0,0.0,0.0,0.5,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-215,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-129,Stage 0,,,0.21,0.03
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-102,Stage 0,,,0.17,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-169,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,30,Stage 1,,,0.08,0.06
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-82,Stage 0,,,0.22,0.05
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0.28,0.16
MJN,MJN Solutions,MJN,High School,Nova Scotia,Self Enrolled,-80,Stage 0,,,0.47,0.12
Abbott,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,310,Stage 2,,,0.5,0.5
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,17,Stage 1,0.0,0.0,0.12,0.03
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,227,Stage 2,,,0.03,0.03
Nestle,Nestle Stage 1,MJN,High School,Quebec,CoReg,-113,Stage 0,,,0.27,0.0
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-92,Stage 0,,,0.42,0.17
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,85,Stage 1,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Others,Nova Scotia,Self Enrolled,-56,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Saskatchewan,Self Enrolled,50,Stage 1,,,0.25,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-128,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,83,Stage 1,0.0,0.0,0.69,0.27
MJN,MJN Solutions,Others,High School,Saskatchewan,Self Enrolled,-155,Stage 0,0.0,0.0,0.18,0.02
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,36,Stage 1,,,0.03,0.0
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,-213,Stage 0,0.0,0.0,0.4,0.21
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-145,Stage 0,,,0.02,0.02
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-126,Stage 0,,,0.26,0.11
Parent's Choice,Parent's Choice Stage 1,Others,Elementary School,Prince Edward Island,Self Enrolled,-112,Stage 0,,,0.16,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-170,Stage 0,,,0.72,0.05
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-121,Stage 0,,,0.27,0.0
Abbott,Abbott Stage1,Others,High School,New Brunswick,CoReg,-241,Stage 0,,,0.72,0.0
Abbott,Abbott Stage1,Others,Elementary School,New Brunswick,CoReg,-222,Stage 0,,,0.21,0.0
Nestle,Nestle Stage 1,Others,Others,Ontario,Self Enrolled,-113,Stage 0,,,0.2,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-131,Stage 0,,,0.22,0.06
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-120,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-217,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-118,Stage 0,,,0.69,0.1
President's Choice,President's Choice Stage 2,MJN,Others,Ontario,CoReg,-141,Stage 0,,,0.88,0.5
Abbott,Abbott Stage1,MJN,High School,British Columbia,CoReg,-73,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-222,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-55,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-54,Stage 0,,,0.0,0.0
Parent's Choice,MJN Stage2,MJN,Elementary School,Manitoba,Self Enrolled,330,Stage 2,0.0,0.0,0.15,0.0
Abbott,MJN Stage1,MJN,High School,Quebec,Self Enrolled,-13,Stage 0,,,0.07,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-41,Stage 0,0.0,0.0,0.08,0.02
MJN,MJN Stage1,Others,High School,Saskatchewan,Self Enrolled,-13,Stage 0,,,0.0,0.0
Abbott,Abbott Specialty,MJN,Elementary School,Quebec,Self Enrolled,8,Stage 1,,,0.15,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-220,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Ontario,CoReg,-108,Stage 0,,,0.27,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,6,Stage 1,,,0.13,0.06
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-57,Stage 0,,,0.35,0.0
Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,17,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-62,Stage 0,,,0.15,0.0
Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,Self Enrolled,26,Stage 1,,,0.04,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,217,Stage 2,,,0.18,0.06
MJN,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-77,Stage 0,,,0.14,0.1
Nestle,Nestle Stage 1,Others,High School,New Brunswick,Self Enrolled,13,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,48,Stage 1,,,0.45,0.1
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-144,Stage 0,,,0.36,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-21,Stage 0,,,0.0,0.0
Abbott,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-176,Stage 0,,,0.06,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,-113,Stage 0,,,0.7,0.1
Abbott,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-115,Stage 0,,,0.67,0.13
